1317013704969505 	 -0.000000 	 -0.000000 	 0.000000 	
1317013705079500 	 1.175647 	 -0.008666 	 -0.000181 	
1317013705179548 	 2.247886 	 -0.013076 	 0.006709 	
1317013705279558 	 3.318132 	 -0.020058 	 0.012658 	
1317013705389489 	 4.495849 	 -0.030284 	 0.014559 	
1317013705489509 	 5.563934 	 -0.038694 	 0.012676 	
1317013705599582 	 6.737165 	 -0.047352 	 0.009316 	
1317013705699659 	 7.806937 	 -0.049591 	 0.002850 	
1317013705799528 	 8.882861 	 -0.042512 	 -0.004632 	
1317013705909528 	 10.065667 	 -0.033015 	 -0.011616 	
1317013706009540 	 11.135865 	 -0.037152 	 -0.012650 	
1317013706109501 	 12.208003 	 -0.064718 	 -0.005400 	
1317013706219644 	 13.375595 	 -0.084733 	 -0.003319 	
1317013706319575 	 14.435746 	 -0.108469 	 0.000905 	
1317013706419554 	 15.490187 	 -0.126579 	 0.004001 	
1317013706529544 	 16.644737 	 -0.145761 	 0.007806 	
1317013706629560 	 17.688859 	 -0.161157 	 0.008617 	
1317013706729578 	 18.729749 	 -0.177329 	 0.008461 	
1317013706839570 	 19.869501 	 -0.195849 	 0.007888 	
1317013706939565 	 20.901043 	 -0.208983 	 0.004492 	
1317013707039596 	 21.926725 	 -0.222726 	 0.001368 	
1317013707149571 	 23.053822 	 -0.233000 	 0.004263 	
1317013707249578 	 24.077196 	 -0.245348 	 0.010129 	
1317013707349607 	 25.096937 	 -0.257498 	 0.010208 	
1317013707459559 	 26.218128 	 -0.271020 	 0.009596 	
1317013707559577 	 27.246958 	 -0.322559 	 0.007529 	
1317013707659582 	 28.273683 	 -0.332862 	 0.020481 	
1317013707769687 	 29.404693 	 -0.345384 	 0.037796 	
1317013707869619 	 30.433959 	 -0.354906 	 0.050910 	
1317013707969608 	 31.490560 	 -0.403556 	 0.074800 	
1317013708079637 	 32.633416 	 -0.405670 	 0.084144 	
1317013708179826 	 33.668734 	 -0.403875 	 0.091415 	
1317013708289665 	 34.809550 	 -0.410009 	 0.091822 	
1317013708389589 	 35.870163 	 -0.439900 	 0.112915 	
1317013708489682 	 36.928327 	 -0.460540 	 0.123681 	
1317013708599653 	 38.098551 	 -0.483744 	 0.134794 	
1317013708699890 	 39.160301 	 -0.503438 	 0.137986 	
1317013708799648 	 40.224198 	 -0.524823 	 0.139131 	
1317013708909669 	 41.395025 	 -0.551583 	 0.133367 	
1317013709009645 	 42.452442 	 -0.575118 	 0.112964 	
1317013709109658 	 43.518005 	 -0.596530 	 0.096390 	
1317013709219797 	 44.704434 	 -0.620633 	 0.090045 	
1317013709319722 	 45.777574 	 -0.677952 	 0.071874 	
1317013709419669 	 46.859406 	 -0.732198 	 0.060395 	
1317013709529674 	 48.060468 	 -0.795431 	 0.060331 	
1317013709629695 	 49.158127 	 -0.848414 	 0.059341 	
1317013709729713 	 50.257507 	 -0.905270 	 0.061296 	
1317013709839734 	 51.469473 	 -0.971360 	 0.073122 	
1317013709939674 	 52.575495 	 -1.024491 	 0.090132 	
1317013710039737 	 53.683789 	 -1.074505 	 0.108220 	
1317013710149705 	 54.899596 	 -1.119952 	 0.116738 	
1317013710249704 	 56.005173 	 -1.161931 	 0.133368 	
1317013710349716 	 57.110266 	 -1.200549 	 0.149747 	
1317013710459701 	 58.323983 	 -1.223369 	 0.165206 	
1317013710559711 	 59.430811 	 -1.245688 	 0.179482 	
1317013710669824 	 60.641925 	 -1.259075 	 0.201170 	
1317013710769841 	 61.745563 	 -1.283508 	 0.217002 	
1317013710869692 	 62.850796 	 -1.308760 	 0.239000 	
1317013710969721 	 63.957915 	 -1.331457 	 0.267317 	
1317013711079751 	 65.176720 	 -1.368015 	 0.293754 	
1317013711179942 	 66.285126 	 -1.397129 	 0.320580 	
1317013711279800 	 67.391763 	 -1.425805 	 0.336738 	
1317013711389789 	 68.616669 	 -1.444045 	 0.347325 	
1317013711489754 	 69.732673 	 -1.467175 	 0.358186 	
1317013711589753 	 70.849142 	 -1.489415 	 0.360003 	
1317013711700053 	 72.080414 	 -1.510174 	 0.367401 	
1317013711799791 	 73.200953 	 -1.526648 	 0.376243 	
1317013711899777 	 74.321987 	 -1.539103 	 0.378499 	
1317013712009790 	 75.548729 	 -1.547739 	 0.382947 	
1317013712109789 	 76.664107 	 -1.543603 	 0.391100 	
1317013712210031 	 77.780508 	 -1.541546 	 0.394081 	
1317013712319868 	 79.009670 	 -1.534626 	 0.391188 	
1317013712419814 	 80.130725 	 -1.532167 	 0.386865 	
1317013712529781 	 81.365220 	 -1.522795 	 0.376766 	
1317013712629829 	 82.490071 	 -1.519576 	 0.372937 	
1317013712729850 	 83.615513 	 -1.520514 	 0.370389 	
1317013712839790 	 84.853604 	 -1.526248 	 0.367821 	
1317013712939824 	 85.981763 	 -1.528443 	 0.362439 	
1317013713039846 	 87.112642 	 -1.533049 	 0.355177 	
1317013713149834 	 88.361792 	 -1.537633 	 0.346784 	
1317013713249821 	 89.500043 	 -1.543648 	 0.344019 	
1317013713349822 	 90.637978 	 -1.545036 	 0.340054 	
1317013713459804 	 91.889142 	 -1.546847 	 0.336061 	
1317013713559804 	 93.018670 	 -1.542467 	 0.319847 	
1317013713659843 	 94.146909 	 -1.538878 	 0.306015 	
1317013713769867 	 95.384817 	 -1.537276 	 0.289774 	
1317013713869857 	 96.509886 	 -1.536470 	 0.278219 	
1317013713969850 	 97.631988 	 -1.536311 	 0.266384 	
1317013714079875 	 98.864290 	 -1.536601 	 0.255603 	
1317013714179857 	 99.980940 	 -1.540432 	 0.244117 	
1317013714289906 	 101.207145 	 -1.547350 	 0.238389 	
1317013714389842 	 102.320034 	 -1.555947 	 0.235404 	
1317013714489878 	 103.433983 	 -1.568223 	 0.238256 	
1317013714599907 	 104.656883 	 -1.583979 	 0.246686 	
1317013714700042 	 105.766029 	 -1.599402 	 0.252833 	
1317013714799900 	 106.875282 	 -1.616621 	 0.255759 	
1317013714909920 	 108.095090 	 -1.625625 	 0.252245 	
1317013715009910 	 109.203820 	 -1.633877 	 0.250972 	
1317013715109899 	 110.315196 	 -1.629989 	 0.256337 	
1317013715220073 	 111.539744 	 -1.633791 	 0.261870 	
1317013715319948 	 112.657379 	 -1.627960 	 0.271089 	
1317013715419895 	 113.774521 	 -1.627184 	 0.274982 	
1317013715529921 	 115.004602 	 -1.623182 	 0.280388 	
1317013715629929 	 116.120149 	 -1.623760 	 0.282824 	
1317013715729936 	 117.236713 	 -1.627044 	 0.289725 	
1317013715839949 	 118.463019 	 -1.625748 	 0.313419 	
1317013715939908 	 119.566733 	 -1.621783 	 0.329903 	
1317013716039973 	 120.666491 	 -1.614850 	 0.347024 	
1317013716149957 	 121.874693 	 -1.613427 	 0.356398 	
1317013716250069 	 122.972277 	 -1.608706 	 0.372314 	
1317013716350073 	 124.066544 	 -1.601735 	 0.382890 	
1317013716459997 	 125.265238 	 -1.587737 	 0.397000 	
1317013716559933 	 126.352129 	 -1.580711 	 0.406490 	
1317013716660025 	 127.435526 	 -1.575399 	 0.414515 	
1317013716770004 	 128.607570 	 -1.549782 	 0.415297 	
1317013716869992 	 129.673488 	 -1.534966 	 0.414239 	
1317013716979985 	 130.840652 	 -1.517688 	 0.415471 	
1317013717079990 	 131.895487 	 -1.510851 	 0.404225 	
1317013717180202 	 132.946152 	 -1.490199 	 0.401458 	
1317013717290073 	 134.106049 	 -1.484244 	 0.401617 	
1317013717389988 	 135.159120 	 -1.451598 	 0.406262 	
1317013717490004 	 136.207780 	 -1.433226 	 0.404070 	
1317013717600089 	 137.357887 	 -1.410376 	 0.403871 	
1317013717700189 	 138.402147 	 -1.397578 	 0.405494 	
1317013717800043 	 139.441751 	 -1.390108 	 0.401698 	
1317013717910028 	 140.583657 	 -1.381943 	 0.398662 	
1317013718010017 	 141.625372 	 -1.379999 	 0.404762 	
1317013718110022 	 142.665316 	 -1.373262 	 0.414054 	
1317013718220155 	 143.797726 	 -1.372536 	 0.416728 	
1317013718320071 	 144.831743 	 -1.369369 	 0.427041 	
1317013718420054 	 145.857110 	 -1.367224 	 0.431319 	
1317013718530062 	 146.973205 	 -1.363950 	 0.431342 	
1317013718630048 	 147.975379 	 -1.372096 	 0.423125 	
1317013718730091 	 148.972141 	 -1.385102 	 0.411052 	
1317013718840081 	 150.064351 	 -1.402999 	 0.399895 	
1317013718940052 	 151.054541 	 -1.419225 	 0.396138 	
1317013719050046 	 152.139038 	 -1.433225 	 0.396949 	
1317013719150103 	 153.118495 	 -1.441685 	 0.399497 	
1317013719250095 	 154.096473 	 -1.451943 	 0.401094 	
1317013719360095 	 155.161602 	 -1.462385 	 0.398848 	
1317013719460123 	 156.124197 	 -1.474038 	 0.393041 	
1317013719560075 	 157.076205 	 -1.486768 	 0.387494 	
1317013719670195 	 158.112426 	 -1.502440 	 0.385038 	
1317013719770117 	 159.041254 	 -1.518212 	 0.385680 	
1317013719870109 	 159.958306 	 -1.535053 	 0.389248 	
1317013719980116 	 160.952452 	 -1.556637 	 0.394681 	
1317013720080066 	 161.842547 	 -1.577856 	 0.398747 	
1317013720180207 	 162.719700 	 -1.599474 	 0.400648 	
1317013720290125 	 163.668156 	 -1.626426 	 0.400355 	
1317013720390107 	 164.516419 	 -1.650247 	 0.388724 	
1317013720500117 	 165.433793 	 -1.677181 	 0.379270 	
1317013720600168 	 166.252370 	 -1.702492 	 0.370844 	
1317013720700366 	 167.056516 	 -1.728029 	 0.366282 	
1317013720810141 	 167.922816 	 -1.756940 	 0.364342 	
1317013720910144 	 168.693705 	 -1.785238 	 0.364977 	
1317013721010150 	 169.448396 	 -1.814559 	 0.365537 	
1317013721120159 	 170.257875 	 -1.845593 	 0.363830 	
1317013721220292 	 170.975215 	 -1.872350 	 0.361040 	
1317013721320131 	 171.672501 	 -1.900956 	 0.358453 	
1317013721430113 	 172.419261 	 -1.932682 	 0.356682 	
1317013721530193 	 173.076385 	 -1.960157 	 0.357262 	
1317013721630167 	 173.715788 	 -1.986078 	 0.359369 	
1317013721740223 	 174.398316 	 -2.015687 	 0.362782 	
1317013721840198 	 174.999968 	 -2.043192 	 0.364440 	
1317013721940236 	 175.586052 	 -2.070314 	 0.364209 	
1317013722050197 	 176.211953 	 -2.100350 	 0.363029 	
1317013722150161 	 176.761778 	 -2.125313 	 0.362738 	
1317013722260266 	 177.354636 	 -2.157529 	 0.365006 	
1317013722360169 	 177.883939 	 -2.191980 	 0.368651 	
1317013722460195 	 178.405704 	 -2.229123 	 0.388299 	
1317013722570218 	 178.944353 	 -2.259507 	 0.391022 	
1317013722670439 	 179.409722 	 -2.299808 	 0.393269 	
1317013722770276 	 179.859831 	 -2.349593 	 0.398818 	
1317013722880288 	 180.343093 	 -2.418281 	 0.412151 	
1317013722980228 	 180.781625 	 -2.465761 	 0.432186 	
1317013723080267 	 181.205397 	 -2.509843 	 0.450545 	
1317013723190470 	 181.653815 	 -2.557505 	 0.470762 	
1317013723280331 	 182.006829 	 -2.595410 	 0.484661 	
1317013723390311 	 182.377758 	 -2.632606 	 0.493154 	
1317013723500290 	 182.748688 	 -2.669803 	 0.501647 	
1317013723610270 	 183.119618 	 -2.706999 	 0.510139 	
1317013723720250 	 183.490548 	 -2.744196 	 0.518632 	
1317013723830229 	 183.861478 	 -2.781393 	 0.527125 	
1317013723910256 	 184.084279 	 -2.800693 	 0.535335 	
1317013724020273 	 184.372942 	 -2.824661 	 0.540988 	
1317013724120285 	 184.616315 	 -2.843411 	 0.541793 	
1317013724220455 	 184.842879 	 -2.859322 	 0.543645 	
1317013724330309 	 185.072201 	 -2.873940 	 0.545881 	
1317013724430233 	 185.264795 	 -2.883972 	 0.545342 	
1317013724530286 	 185.441476 	 -2.892696 	 0.545784 	
1317013724640266 	 185.619534 	 -2.899144 	 0.544572 	
1317013724740339 	 185.763804 	 -2.903494 	 0.546666 	
1317013724840315 	 185.902217 	 -2.906627 	 0.546177 	
1317013724950294 	 186.051457 	 -2.908632 	 0.544583 	
1317013725050310 	 186.187152 	 -2.908888 	 0.542557 	
1317013725150332 	 186.322799 	 -2.908888 	 0.541164 	
1317013725260425 	 186.472329 	 -2.905842 	 0.542945 	
1317013725360335 	 186.606868 	 -2.900271 	 0.543304 	
1317013725460343 	 186.737105 	 -2.893889 	 0.543728 	
1317013725570359 	 186.888335 	 -2.883296 	 0.554107 	
1317013725670521 	 187.027949 	 -2.881309 	 0.574086 	
1317013725770403 	 187.169817 	 -2.860837 	 0.585846 	
1317013725880346 	 187.338019 	 -2.849636 	 0.602250 	
1317013725980364 	 187.493291 	 -2.820974 	 0.604436 	
1317013726080371 	 187.656779 	 -2.787368 	 0.597250 	
1317013726190484 	 187.854629 	 -2.733746 	 0.590720 	
1317013726290426 	 188.065003 	 -2.685025 	 0.594126 	
1317013726390388 	 188.278346 	 -2.611441 	 0.587920 	
1317013726500409 	 188.535250 	 -2.529370 	 0.586308 	
1317013726600447 	 188.771411 	 -2.427512 	 0.579139 	
1317013726700508 	 189.021455 	 -2.317827 	 0.570355 	
1317013726810388 	 189.301183 	 -2.173076 	 0.560380 	
